BarChartType,ModelName,SamplingTarget,SamplingMethod,DownSamplingLevel,RunIndex,MeanError
2,ResNet50,Ratio,ADV,2,3,0.0225920215
2,ResNet50,Ratio,ADV,2,4,0.019711504499999997
2,ResNet50,Ratio,ADV,4,0,0.1920821715
2,ResNet50,Ratio,ADV,4,1,0.040010658
2,ResNet50,Ratio,ADV,4,2,0.1266721345
2,ResNet50,Ratio,ADV,4,3,0.09109262750000001
2,ResNet50,Ratio,ADV,4,4,0.0351820155
2,ResNet50,Ratio,ADV,8,0,0.199779252
2,ResNet50,Ratio,ADV,8,1,0.1146921435
2,ResNet50,Ratio,ADV,8,2,0.17589668349999998
2,ResNet50,Ratio,ADV,8,3,0.165003334
2,ResNet50,Ratio,ADV,8,4,0.18688881599999999
2,ResNet50,Ratio,ADV,16,0,0.5385144884999999
2,ResNet50,Ratio,ADV,16,1,0.2020680975
2,ResNet50,Ratio,ADV,16,2,0.21252231849999997
2,ResNet50,Ratio,ADV,16,3,0.386107689
2,ResNet50,Ratio,ADV,16,4,0.197213749
2,ResNet50,Ratio,OOD,2,0,0.048907203499999996
2,ResNet50,Ratio,OOD,2,1,0.1112238775
2,ResNet50,Ratio,OOD,2,2,0.0794946745
2,ResNet50,Ratio,OOD,2,3,0.0826355435
2,ResNet50,Ratio,OOD,2,4,0.17650266550000002
2,ResNet50,Ratio,OOD,4,0,0.188259194
2,ResNet50,Ratio,OOD,4,1,0.2515448085
2,ResNet50,Ratio,OOD,4,2,0.205660901
2,ResNet50,Ratio,OOD,4,3,0.24652300300000002
2,ResNet50,Ratio,OOD,4,4,0.35643224300000004
2,ResNet50,Ratio,OOD,8,0,0.256835659
2,ResNet50,Ratio,OOD,8,1,0.3275403685
2,ResNet50,Ratio,OOD,8,2,0.3194367575
2,ResNet50,Ratio,OOD,8,3,0.3130123
2,ResNet50,Ratio,OOD,8,4,0.41681577049999996
2,ResNet50,Ratio,OOD,16,0,0.29774257849999997
2,ResNet50,Ratio,OOD,16,1,0.38739537
2,ResNet50,Ratio,OOD,16,2,0.37083660350000003
2,ResNet50,Ratio,OOD,16,3,0.3900418665
2,ResNet50,Ratio,OOD,16,4,0.5012910715
2,ResNet50,Height,IID,2,0,0.0209093215
2,ResNet50,Height,IID,2,1,0.044087090999999995
2,ResNet50,Height,IID,2,2,0.089128129
2,ResNet50,Height,IID,2,3,0.022325119999999997
2,ResNet50,Height,IID,2,4,0.019368104
2,ResNet50,Height,IID,4,0,0.031931434
2,ResNet50,Height,IID,4,1,0.1228520845
2,ResNet50,Height,IID,4,2,0.09927637099999999
2,ResNet50,Height,IID,4,3,0.05450755349999999
2,ResNet50,Height,IID,4,4,0.03683315
2,ResNet50,Height,IID,8,0,0.0880359255
2,ResNet50,Height,IID,8,1,0.126287483
2,ResNet50,Height,IID,8,2,0.1869163965
2,ResNet50,Height,IID,8,3,0.0634207755
2,ResNet50,Height,IID,8,4,0.066192696
2,ResNet50,Height,IID,16,0,0.101224588
2,ResNet50,Height,IID,16,1,0.1330016045
2,ResNet50,Height,IID,16,2,0.159396331
2,ResNet50,Height,IID,16,3,0.14880318299999998
2,ResNet50,Height,IID,16,4,0.117796787
2,ResNet50,Height,COV,2,0,0.0188256215
2,ResNet50,Height,COV,2,1,0.023066771
2,ResNet50,Height,COV,2,2,0.0370231335
2,ResNet50,Height,COV,2,3,0.019297995
2,ResNet50,Height,COV,2,4,0.0221099605
2,ResNet50,Height,COV,4,0,0.020372498000000003
2,ResNet50,Height,COV,4,1,0.0369831415
2,ResNet50,Height,COV,4,2,0.040254089
2,ResNet50,Height,COV,4,3,0.0371786615
2,ResNet50,Height,COV,4,4,0.029640257500000003
2,ResNet50,Height,COV,8,0,0.055318862999999996
2,ResNet50,Height,COV,8,1,0.06666330749999999
2,ResNet50,Height,COV,8,2,0.0764382235
2,ResNet50,Height,COV,8,3,0.056881381
2,ResNet50,Height,COV,8,4,0.0393269275
2,ResNet50,Height,COV,16,0,0.0964621
2,ResNet50,Height,COV,16,1,0.096905821
2,ResNet50,Height,COV,16,2,0.1146505065
2,ResNet50,Height,COV,16,3,0.113390834
2,ResNet50,Height,COV,16,4,0.07493093649999999
2,ResNet50,Height,ADV,2,0,0.042041622
2,ResNet50,Height,ADV,2,1,0.0536864275
2,ResNet50,Height,ADV,2,2,0.13386073799999998
2,ResNet50,Height,ADV,2,3,0.0347769635
2,ResNet50,Height,ADV,2,4,0.0337897905
2,ResNet50,Height,ADV,4,0,0.053826855
2,ResNet50,Height,ADV,4,1,0.11914667649999999
2,ResNet50,Height,ADV,4,2,0.16067853299999998
2,ResNet50,Height,ADV,4,3,0.11272013099999999
2,ResNet50,Height,ADV,4,4,0.098331358
2,ResNet50,Height,ADV,8,0,0.1354274025
2,ResNet50,Height,ADV,8,1,0.199836945
2,ResNet50,Height,ADV,8,2,0.26445085549999997
2,ResNet50,Height,ADV,8,3,0.24973728150000002
2,ResNet50,Height,ADV,8,4,0.130159268
2,ResNet50,Height,ADV,16,0,0.13806352300000002
2,ResNet50,Height,ADV,16,1,0.2536002915
2,ResNet50,Height,ADV,16,2,0.254737906
2,ResNet50,Height,ADV,16,3,0.2780259865
2,ResNet50,Height,ADV,16,4,0.241338051
2,ResNet50,Height,OOD,2,0,0.080884749
2,ResNet50,Height,OOD,2,1,0.0973256965
2,ResNet50,Height,OOD,2,2,0.0653413535
2,ResNet50,Height,OOD,2,3,0.0644287565
2,ResNet50,Height,OOD,2,4,0.12910372950000001
2,ResNet50,Height,OOD,4,0,0.1742920715
2,ResNet50,Height,OOD,4,1,0.1666304715
2,ResNet50,Height,OOD,4,2,0.1436556165
2,ResNet50,Height,OOD,4,3,0.150789008
2,ResNet50,Height,OOD,4,4,0.200330536
2,ResNet50,Height,OOD,8,0,0.23185558150000002
2,ResNet50,Height,OOD,8,1,0.199383664
2,ResNet50,Height,OOD,8,2,0.21986166499999998
2,ResNet50,Height,OOD,8,3,0.24111330549999999
2,ResNet50,Height,OOD,8,4,0.23735286099999997
2,ResNet50,Height,OOD,16,0,0.242436496
2,ResNet50,Height,OOD,16,1,0.297799858
2,ResNet50,Height,OOD,16,2,0.2272355695
2,ResNet50,Height,OOD,16,3,0.238658948
2,ResNet50,Height,OOD,16,4,0.258792419
3,VGG19,Ratio,IID,2,0,0.009099414
3,VGG19,Ratio,IID,2,1,0.0088244105
3,VGG19,Ratio,IID,2,2,0.0113619005
3,VGG19,Ratio,IID,2,3,0.0097110415
3,VGG19,Ratio,IID,2,4,0.0204871535
3,VGG19,Ratio,IID,4,0,0.014508007
3,VGG19,Ratio,IID,4,1,0.012946617499999999
3,VGG19,Ratio,IID,4,2,0.016987615499999997
3,VGG19,Ratio,IID,4,3,0.010774434999999999
3,VGG19,Ratio,IID,4,4,0.017681502
3,VGG19,Ratio,IID,8,0,0.016925333999999997
3,VGG19,Ratio,IID,8,1,0.033728398
3,VGG19,Ratio,IID,8,2,0.013706232499999998
3,VGG19,Ratio,IID,8,3,0.011738866999999998
3,VGG19,Ratio,IID,8,4,0.022441151
3,VGG19,Ratio,IID,16,0,0.1312124135
3,VGG19,Ratio,IID,16,1,0.159438453
3,VGG19,Ratio,IID,16,2,0.063867317
3,VGG19,Ratio,IID,16,3,0.050379946
3,VGG19,Ratio,IID,16,4,0.059585784999999995
3,VGG19,Ratio,COV,2,0,0.008283467999999999
3,VGG19,Ratio,COV,2,1,0.0098620435
3,VGG19,Ratio,COV,2,2,0.0112785875
3,VGG19,Ratio,COV,2,3,0.0100106945
3,VGG19,Ratio,COV,2,4,0.010254387
3,VGG19,Ratio,COV,4,0,0.010157333499999999
3,VGG19,Ratio,COV,4,1,0.0108566525
3,VGG19,Ratio,COV,4,2,0.008373051
3,VGG19,Ratio,COV,4,3,0.008818681
3,VGG19,Ratio,COV,4,4,0.011707885
3,VGG19,Ratio,COV,8,0,0.0161432065
3,VGG19,Ratio,COV,8,1,0.014504379500000001
3,VGG19,Ratio,COV,8,2,0.013102391500000001
3,VGG19,Ratio,COV,8,3,0.0129528625
3,VGG19,Ratio,COV,8,4,0.022580557
3,VGG19,Ratio,COV,16,0,0.10286950649999999
3,VGG19,Ratio,COV,16,1,0.10224533549999999
3,VGG19,Ratio,COV,16,2,0.132213877
3,VGG19,Ratio,COV,16,3,0.1184465385
3,VGG19,Ratio,COV,16,4,0.138017863
3,VGG19,Ratio,ADV,2,0,0.0144197185
3,VGG19,Ratio,ADV,2,1,0.0110294165
3,VGG19,Ratio,ADV,2,2,0.014869805
3,VGG19,Ratio,ADV,2,3,0.0141899665
3,VGG19,Ratio,ADV,2,4,0.016766502
3,VGG19,Ratio,ADV,4,0,0.0709146455
3,VGG19,Ratio,ADV,4,1,0.016540346
3,VGG19,Ratio,ADV,4,2,0.034541528
3,VGG19,Ratio,ADV,4,3,0.053046063000000004
3,VGG19,Ratio,ADV,4,4,0.0187941015
3,VGG19,Ratio,ADV,8,0,0.04069811
3,VGG19,Ratio,ADV,8,1,0.1047848195
3,VGG19,Ratio,ADV,8,2,0.030111525999999996
3,VGG19,Ratio,ADV,8,3,0.25921873
3,VGG19,Ratio,ADV,8,4,0.11820661500000001
3,VGG19,Ratio,ADV,16,0,0.539987845
3,VGG19,Ratio,ADV,16,1,0.12121433999999999
3,VGG19,Ratio,ADV,16,2,0.082734869
3,VGG19,Ratio,ADV,16,3,0.381545453
3,VGG19,Ratio,ADV,16,4,0.164008626
3,VGG19,Ratio,OOD,2,0,0.0387212625
3,VGG19,Ratio,OOD,2,1,0.0873401845
3,VGG19,Ratio,OOD,2,2,0.058772649999999996
3,VGG19,Ratio,OOD,2,3,0.06614091600000001
3,VGG19,Ratio,OOD,2,4,0.1585309315
3,VGG19,Ratio,OOD,4,0,0.173567675
3,VGG19,Ratio,OOD,4,1,0.260309662
3,VGG19,Ratio,OOD,4,2,0.2088402275
3,VGG19,Ratio,OOD,4,3,0.2438977515
3,VGG19,Ratio,OOD,4,4,0.36949181400000003
3,VGG19,Ratio,OOD,8,0,0.253782659
3,VGG19,Ratio,OOD,8,1,0.3206792955
3,VGG19,Ratio,OOD,8,2,0.3077902455
3,VGG19,Ratio,OOD,8,3,0.319113605
3,VGG19,Ratio,OOD,8,4,0.43546134599999997
3,VGG19,Ratio,OOD,16,0,0.299059548
3,VGG19,Ratio,OOD,16,1,0.3829590065
3,VGG19,Ratio,OOD,16,2,0.3730023295
3,VGG19,Ratio,OOD,16,3,0.3764607705
3,VGG19,Ratio,OOD,16,4,0.5007297055
3,VGG19,Height,IID,2,0,0.0128532345
3,VGG19,Height,IID,2,1,0.028608548
3,VGG19,Height,IID,2,2,0.05929455
3,VGG19,Height,IID,2,3,0.009116199499999998
3,VGG19,Height,IID,2,4,0.0178505825
3,VGG19,Height,IID,4,0,0.014969707
3,VGG19,Height,IID,4,1,0.103239158
3,VGG19,Height,IID,4,2,0.056521270500000005
3,VGG19,Height,IID,4,3,0.027183292999999997
3,VGG19,Height,IID,4,4,0.024484575999999997
3,VGG19,Height,IID,8,0,0.036007436000000004
3,VGG19,Height,IID,8,1,0.11047831550000001
3,VGG19,Height,IID,8,2,0.1659138625
3,VGG19,Height,IID,8,3,0.0349311245
3,VGG19,Height,IID,8,4,0.0467414415
3,VGG19,Height,IID,16,0,0.0832582105
3,VGG19,Height,IID,16,1,0.115181854
3,VGG19,Height,IID,16,2,0.1914256875
3,VGG19,Height,IID,16,3,0.1519701295
3,VGG19,Height,IID,16,4,0.096510355
3,VGG19,Height,COV,2,0,0.0120897055
3,VGG19,Height,COV,2,1,0.0164386315
3,VGG19,Height,COV,2,2,0.018592773
3,VGG19,Height,COV,2,3,0.013691595499999997
3,VGG19,Height,COV,2,4,0.011464278999999999
3,VGG19,Height,COV,4,0,0.016582458
3,VGG19,Height,COV,4,1,0.015060986500000002
3,VGG19,Height,COV,4,2,0.0220510105
3,VGG19,Height,COV,4,3,0.023047726999999997
3,VGG19,Height,COV,4,4,0.021613835
3,VGG19,Height,COV,8,0,0.0284790895
3,VGG19,Height,COV,8,1,0.040937468000000005
3,VGG19,Height,COV,8,2,0.046580336
3,VGG19,Height,COV,8,3,0.0328859495
3,VGG19,Height,COV,8,4,0.0245718055
3,VGG19,Height,COV,16,0,0.0742113
3,VGG19,Height,COV,16,1,0.065086511
3,VGG19,Height,COV,16,2,0.0914580715
3,VGG19,Height,COV,16,3,0.07219316749999999
3,VGG19,Height,COV,16,4,0.0728127245
3,VGG19,Height,ADV,2,0,0.020657266
3,VGG19,Height,ADV,2,1,0.0232035345
3,VGG19,Height,ADV,2,2,0.0906344975
3,VGG19,Height,ADV,2,3,0.015248132499999997
3,VGG19,Height,ADV,2,4,0.013982455999999999
3,VGG19,Height,ADV,4,0,0.044333761
3,VGG19,Height,ADV,4,1,0.072114028
3,VGG19,Height,ADV,4,2,0.1443023145
3,VGG19,Height,ADV,4,3,0.0641740905
3,VGG19,Height,ADV,4,4,0.0752449785
3,VGG19,Height,ADV,8,0,0.105140936
3,VGG19,Height,ADV,8,1,0.300505282
3,VGG19,Height,ADV,8,2,0.26656066700000003
3,VGG19,Height,ADV,8,3,0.333524707
3,VGG19,Height,ADV,8,4,0.134755614
3,VGG19,Height,ADV,16,0,0.1401871445
3,VGG19,Height,ADV,16,1,0.31342731199999996
3,VGG19,Height,ADV,16,2,0.325985843
3,VGG19,Height,ADV,16,3,0.4027914225
3,VGG19,Height,ADV,16,4,0.241469796
3,VGG19,Height,OOD,2,0,0.0418850085
3,VGG19,Height,OOD,2,1,0.0607173045
3,VGG19,Height,OOD,2,2,0.0426109045
3,VGG19,Height,OOD,2,3,0.040000708999999995
3,VGG19,Height,OOD,2,4,0.0814992745
3,VGG19,Height,OOD,4,0,0.1443463055
3,VGG19,Height,OOD,4,1,0.127638939
3,VGG19,Height,OOD,4,2,0.11444075299999999
3,VGG19,Height,OOD,4,3,0.102470148
3,VGG19,Height,OOD,4,4,0.201894405
3,VGG19,Height,OOD,8,0,0.2002559835
3,VGG19,Height,OOD,8,1,0.19181883
3,VGG19,Height,OOD,8,2,0.187634594
3,VGG19,Height,OOD,8,3,0.222935196
3,VGG19,Height,OOD,8,4,0.229046886
3,VGG19,Height,OOD,16,0,0.23729972800000002
3,VGG19,Height,OOD,16,1,0.2329410745
3,VGG19,Height,OOD,16,2,0.229081738
3,VGG19,Height,OOD,16,3,0.3174629965
3,VGG19,Height,OOD,16,4,0.3206744865
3,ResNet50,Ratio,IID,2,0,0.020225492
3,ResNet50,Ratio,IID,2,1,0.0196701135
3,ResNet50,Ratio,IID,2,2,0.019923259999999998
3,ResNet50,Ratio,IID,2,3,0.019524720000000002
3,ResNet50,Ratio,IID,2,4,0.023508765
3,ResNet50,Ratio,IID,4,0,0.019216252
3,ResNet50,Ratio,IID,4,1,0.0206713295
3,ResNet50,Ratio,IID,4,2,0.020123196
3,ResNet50,Ratio,IID,4,3,0.018634253
3,ResNet50,Ratio,IID,4,4,0.024439765
3,ResNet50,Ratio,IID,8,0,0.01907936
3,ResNet50,Ratio,IID,8,1,0.053198572
3,ResNet50,Ratio,IID,8,2,0.022309339
3,ResNet50,Ratio,IID,8,3,0.053055024000000006
3,ResNet50,Ratio,IID,8,4,0.035891066
3,ResNet50,Ratio,IID,16,0,0.155306753
3,ResNet50,Ratio,IID,16,1,0.1680437285
3,ResNet50,Ratio,IID,16,2,0.217244097
3,ResNet50,Ratio,IID,16,3,0.176148795
3,ResNet50,Ratio,IID,16,4,0.1049511925
3,ResNet50,Ratio,COV,2,0,0.023558473
3,ResNet50,Ratio,COV,2,1,0.0212128185
3,ResNet50,Ratio,COV,2,2,0.019684424
3,ResNet50,Ratio,COV,2,3,0.017025921500000003
3,ResNet50,Ratio,COV,2,4,0.022460371
3,ResNet50,Ratio,COV,4,0,0.022013534999999997
3,ResNet50,Ratio,COV,4,1,0.021816663
3,ResNet50,Ratio,COV,4,2,0.0219115355
3,ResNet50,Ratio,COV,4,3,0.0183850175
3,ResNet50,Ratio,COV,4,4,0.025568014
3,ResNet50,Ratio,COV,8,0,0.0266307185
3,ResNet50,Ratio,COV,8,1,0.0290286605
3,ResNet50,Ratio,COV,8,2,0.026467039
3,ResNet50,Ratio,COV,8,3,0.024350621
3,ResNet50,Ratio,COV,8,4,0.034577288
3,ResNet50,Ratio,COV,16,0,0.12405915199999999
3,ResNet50,Ratio,COV,16,1,0.16540685900000002
3,ResNet50,Ratio,COV,16,2,0.20484315299999997
3,ResNet50,Ratio,COV,16,3,0.17814424550000002
3,ResNet50,Ratio,COV,16,4,0.1625217645
3,ResNet50,Ratio,ADV,2,0,0.026252201500000003
3,ResNet50,Ratio,ADV,2,1,0.0211460415
3,ResNet50,Ratio,ADV,2,2,0.0213985705
3,ResNet50,Ratio,ADV,2,3,0.0230054
3,ResNet50,Ratio,ADV,2,4,0.021667534000000002
3,ResNet50,Ratio,ADV,4,0,0.165314611
3,ResNet50,Ratio,ADV,4,1,0.046020451500000004
3,ResNet50,Ratio,ADV,4,2,0.0878833965
3,ResNet50,Ratio,ADV,4,3,0.107947983
3,ResNet50,Ratio,ADV,4,4,0.037390475
3,ResNet50,Ratio,ADV,8,0,0.2008800515
3,ResNet50,Ratio,ADV,8,1,0.1161117465
3,ResNet50,Ratio,ADV,8,2,0.12177102649999999
3,ResNet50,Ratio,ADV,8,3,0.3434357765
3,ResNet50,Ratio,ADV,8,4,0.187783789
3,ResNet50,Ratio,ADV,16,0,0.5387820725
3,ResNet50,Ratio,ADV,16,1,0.2047668255
3,ResNet50,Ratio,ADV,16,2,0.1521962365
3,ResNet50,Ratio,ADV,16,3,0.381129063
3,ResNet50,Ratio,ADV,16,4,0.20478260050000002
3,ResNet50,Ratio,OOD,2,0,0.058199060999999996
3,ResNet50,Ratio,OOD,2,1,0.1023742575
3,ResNet50,Ratio,OOD,2,2,0.0839657915
3,ResNet50,Ratio,OOD,2,3,0.077438854
3,ResNet50,Ratio,OOD,2,4,0.178505846
3,ResNet50,Ratio,OOD,4,0,0.1720246625
3,ResNet50,Ratio,OOD,4,1,0.260998763
3,ResNet50,Ratio,OOD,4,2,0.208914048
3,ResNet50,Ratio,OOD,4,3,0.242519352
3,ResNet50,Ratio,OOD,4,4,0.3607204865
3,ResNet50,Ratio,OOD,8,0,0.251276678
3,ResNet50,Ratio,OOD,8,1,0.321292947
3,ResNet50,Ratio,OOD,8,2,0.31570584
3,ResNet50,Ratio,OOD,8,3,0.32039058049999997
3,ResNet50,Ratio,OOD,8,4,0.40665358700000004
3,ResNet50,Ratio,OOD,16,0,0.3045538445
3,ResNet50,Ratio,OOD,16,1,0.3847970395
3,ResNet50,Ratio,OOD,16,2,0.3708732505
3,ResNet50,Ratio,OOD,16,3,0.384472147
3,ResNet50,Ratio,OOD,16,4,0.5002410979999999
3,ResNet50,Height,IID,2,0,0.025679884500000003
3,ResNet50,Height,IID,2,1,0.0498096075
3,ResNet50,Height,IID,2,2,0.0890279335
3,ResNet50,Height,IID,2,3,0.023045569499999998
3,ResNet50,Height,IID,2,4,0.02632919
3,ResNet50,Height,IID,4,0,0.033055319
3,ResNet50,Height,IID,4,1,0.14068352
3,ResNet50,Height,IID,4,2,0.1001544755
3,ResNet50,Height,IID,4,3,0.055486236499999994
3,ResNet50,Height,IID,4,4,0.042150217
3,ResNet50,Height,IID,8,0,0.07114206299999999
3,ResNet50,Height,IID,8,1,0.13240446
3,ResNet50,Height,IID,8,2,0.212613565
3,ResNet50,Height,IID,8,3,0.0527194525
3,ResNet50,Height,IID,8,4,0.09027824699999999
3,ResNet50,Height,IID,16,0,0.11473003799999999
3,ResNet50,Height,IID,16,1,0.1491749775
3,ResNet50,Height,IID,16,2,0.2119071295
3,ResNet50,Height,IID,16,3,0.1683014915
3,ResNet50,Height,IID,16,4,0.13882084050000001
3,ResNet50,Height,COV,2,0,0.023312701
3,ResNet50,Height,COV,2,1,0.0235629275
3,ResNet50,Height,COV,2,2,0.0305664645
3,ResNet50,Height,COV,2,3,0.0218057625
3,ResNet50,Height,COV,2,4,0.0237010315
3,ResNet50,Height,COV,4,0,0.0253539935
3,ResNet50,Height,COV,4,1,0.0322489885
3,ResNet50,Height,COV,4,2,0.0381736425
3,ResNet50,Height,COV,4,3,0.0537114635
3,ResNet50,Height,COV,4,4,0.0360962845
3,ResNet50,Height,COV,8,0,0.057656977500000005
3,ResNet50,Height,COV,8,1,0.096817321
3,ResNet50,Height,COV,8,2,0.0678359775
3,ResNet50,Height,COV,8,3,0.0741025125
3,ResNet50,Height,COV,8,4,0.052567661999999994
3,ResNet50,Height,COV,16,0,0.10819778349999999
3,ResNet50,Height,COV,16,1,0.143656728
3,ResNet50,Height,COV,16,2,0.1257426975
3,ResNet50,Height,COV,16,3,0.1850040175
3,ResNet50,Height,COV,16,4,0.1482340165
3,ResNet50,Height,ADV,2,0,0.046000430999999994
3,ResNet50,Height,ADV,2,1,0.0510113225
3,ResNet50,Height,ADV,2,2,0.137161047
3,ResNet50,Height,ADV,2,3,0.0338184275
3,ResNet50,Height,ADV,2,4,0.038508089
3,ResNet50,Height,ADV,4,0,0.06291704
3,ResNet50,Height,ADV,4,1,0.1464194055
3,ResNet50,Height,ADV,4,2,0.1982683
3,ResNet50,Height,ADV,4,3,0.10281699200000001
3,ResNet50,Height,ADV,4,4,0.09402729950000001
3,ResNet50,Height,ADV,8,0,0.1528177155
3,ResNet50,Height,ADV,8,1,0.2756747595
3,ResNet50,Height,ADV,8,2,0.324422074
3,ResNet50,Height,ADV,8,3,0.3343781535
3,ResNet50,Height,ADV,8,4,0.129381295
3,ResNet50,Height,ADV,16,0,0.151623654
3,ResNet50,Height,ADV,16,1,0.28738687599999996
3,ResNet50,Height,ADV,16,2,0.318093947
3,ResNet50,Height,ADV,16,3,0.35835648449999996
3,ResNet50,Height,ADV,16,4,0.24198530399999998
3,ResNet50,Height,OOD,2,0,0.080097216
3,ResNet50,Height,OOD,2,1,0.093001029
3,ResNet50,Height,OOD,2,2,0.0641236595
3,ResNet50,Height,OOD,2,3,0.06099633299999999
3,ResNet50,Height,OOD,2,4,0.11824747199999999
3,ResNet50,Height,OOD,4,0,0.177680548
3,ResNet50,Height,OOD,4,1,0.17262913900000001
3,ResNet50,Height,OOD,4,2,0.1389588125
3,ResNet50,Height,OOD,4,3,0.147470171
3,ResNet50,Height,OOD,4,4,0.22548824450000002
3,ResNet50,Height,OOD,8,0,0.23377100799999997
3,ResNet50,Height,OOD,8,1,0.20785348600000003
3,ResNet50,Height,OOD,8,2,0.1931174235
3,ResNet50,Height,OOD,8,3,0.24494150799999997
3,ResNet50,Height,OOD,8,4,0.22110280149999997
3,ResNet50,Height,OOD,16,0,0.240323862
3,ResNet50,Height,OOD,16,1,0.23261604400000002
3,ResNet50,Height,OOD,16,2,0.2286002345
3,ResNet50,Height,OOD,16,3,0.287364204
3,ResNet50,Height,OOD,16,4,0.2588234325
4,VGG19,Ratio,IID,2,0,0.011800716499999997
4,VGG19,Ratio,IID,2,1,0.009057780999999999
4,VGG19,Ratio,IID,2,2,0.010876714
4,VGG19,Ratio,IID,2,3,0.009052681
4,VGG19,Ratio,IID,2,4,0.0140923665
4,VGG19,Ratio,IID,4,0,0.0119979085
4,VGG19,Ratio,IID,4,1,0.0114636825
4,VGG19,Ratio,IID,4,2,0.012016632999999999
4,VGG19,Ratio,IID,4,3,0.015414272500000001
4,VGG19,Ratio,IID,4,4,0.0165709075
4,VGG19,Ratio,IID,8,0,0.013969488499999997
4,VGG19,Ratio,IID,8,1,0.035941137
4,VGG19,Ratio,IID,8,2,0.014518946499999998
4,VGG19,Ratio,IID,8,3,0.048280577
4,VGG19,Ratio,IID,8,4,0.032547299499999995
4,VGG19,Ratio,IID,16,0,0.155790915
4,VGG19,Ratio,IID,16,1,0.1567127665
4,VGG19,Ratio,IID,16,2,0.081904407
4,VGG19,Ratio,IID,16,3,0.1016245805
4,VGG19,Ratio,IID,16,4,0.10300936050000001
4,VGG19,Ratio,COV,2,0,0.012510457499999999
4,VGG19,Ratio,COV,2,1,0.009200485000000001
4,VGG19,Ratio,COV,2,2,0.011969651
4,VGG19,Ratio,COV,2,3,0.009218862500000001
4,VGG19,Ratio,COV,2,4,0.0142629535
4,VGG19,Ratio,COV,4,0,0.008473904499999999
4,VGG19,Ratio,COV,4,1,0.0106249405
4,VGG19,Ratio,COV,4,2,0.0149341275
4,VGG19,Ratio,COV,4,3,0.010434541
4,VGG19,Ratio,COV,4,4,0.0138950735
4,VGG19,Ratio,COV,8,0,0.015048737999999997
4,VGG19,Ratio,COV,8,1,0.017772147000000002
4,VGG19,Ratio,COV,8,2,0.013854106500000001
4,VGG19,Ratio,COV,8,3,0.0113875535
4,VGG19,Ratio,COV,8,4,0.021930071
4,VGG19,Ratio,COV,16,0,0.086798169
4,VGG19,Ratio,COV,16,1,0.10021943999999999
4,VGG19,Ratio,COV,16,2,0.117276925
4,VGG19,Ratio,COV,16,3,0.103275542
4,VGG19,Ratio,COV,16,4,0.12464355049999999
4,VGG19,Ratio,ADV,2,0,0.0149636485
4,VGG19,Ratio,ADV,2,1,0.010810341000000001
4,VGG19,Ratio,ADV,2,2,0.015422554
4,VGG19,Ratio,ADV,2,3,0.0136384535
4,VGG19,Ratio,ADV,2,4,0.015270647999999998
4,VGG19,Ratio,ADV,4,0,0.10808222499999999
4,VGG19,Ratio,ADV,4,1,0.014469443000000002
4,VGG19,Ratio,ADV,4,2,0.057736844999999995
4,VGG19,Ratio,ADV,4,3,0.052422095
4,VGG19,Ratio,ADV,4,4,0.0236464015
4,VGG19,Ratio,ADV,8,0,0.0897711535
4,VGG19,Ratio,ADV,8,1,0.11754706200000001
4,VGG19,Ratio,ADV,8,2,0.102401472
4,VGG19,Ratio,ADV,8,3,0.1684703685
4,VGG19,Ratio,ADV,8,4,0.1278995385
4,VGG19,Ratio,ADV,16,0,0.5392560325
4,VGG19,Ratio,ADV,16,1,0.1573312685
4,VGG19,Ratio,ADV,16,2,0.060096375
4,VGG19,Ratio,ADV,16,3,0.378517775
4,VGG19,Ratio,ADV,16,4,0.162417479
4,VGG19,Ratio,OOD,2,0,0.0371536315
4,VGG19,Ratio,OOD,2,1,0.080981788
4,VGG19,Ratio,OOD,2,2,0.0598267545
4,VGG19,Ratio,OOD,2,3,0.05603331500000001
4,VGG19,Ratio,OOD,2,4,0.1312942985
4,VGG19,Ratio,OOD,4,0,0.16408674450000002
4,VGG19,Ratio,OOD,4,1,0.257559166
4,VGG19,Ratio,OOD,4,2,0.19866209799999998
4,VGG19,Ratio,OOD,4,3,0.245804362
4,VGG19,Ratio,OOD,4,4,0.367327236
4,VGG19,Ratio,OOD,8,0,0.2549189605
4,VGG19,Ratio,OOD,8,1,0.326873018
4,VGG19,Ratio,OOD,8,2,0.3008800095
4,VGG19,Ratio,OOD,8,3,0.3234487345
4,VGG19,Ratio,OOD,8,4,0.41992842950000003
4,VGG19,Ratio,OOD,16,0,0.2978305765
4,VGG19,Ratio,OOD,16,1,0.3791631465
4,VGG19,Ratio,OOD,16,2,0.3673771765
4,VGG19,Ratio,OOD,16,3,0.374834614
4,VGG19,Ratio,OOD,16,4,0.48883066099999994
4,VGG19,Height,IID,2,0,0.0129868425
4,VGG19,Height,IID,2,1,0.0349535865
4,VGG19,Height,IID,2,2,0.07336367249999999
4,VGG19,Height,IID,2,3,0.011693240499999999
4,VGG19,Height,IID,2,4,0.016390403
4,VGG19,Height,IID,4,0,0.0166428045
4,VGG19,Height,IID,4,1,0.123299692
4,VGG19,Height,IID,4,2,0.0898013045
4,VGG19,Height,IID,4,3,0.047034526
4,VGG19,Height,IID,4,4,0.0271787155
4,VGG19,Height,IID,8,0,0.0525523795
4,VGG19,Height,IID,8,1,0.1275583895
4,VGG19,Height,IID,8,2,0.1904969815
